game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,image_url,age,mechanic,owned,category,designer,num_votes
174430,Gloomhaven,1,4,120,60,120,2017,8.98893,https://cf.geekdo-images.com/original/img/lDN358RgcYvQfYYN6Oy2TXpifyM=/0x0/pic2437871.jpg,12,"Action / Movement Programming, Co-operative Play, Grid Movement, Hand Management, Modular Board, Role Playing, Simultaneous Action Selection, Storytelling, Variable Player Powers",25928,"Adventure, Exploration, Fantasy, Fighting, Miniatures",Isaac Childres,15376
161936,Pandemic Legacy: Season 1,2,4,60,60,60,2015,8.6614,https://cf.geekdo-images.com/original/img/P_SwsOtPLqgk2ScCgI2YrI9Rg6I=/0x0/pic2452831.png,13,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",41605,"Environmental, Medical","Rob Daviau, Matt Leacock",26063
182028,Through the Ages: A New Story of Civilization,2,4,240,180,240,2015,8.60673,https://cf.geekdo-images.com/original/img/1d2h-kr4r_9xsss2Br6iMvjR9q0=/0x0/pic2663291.jpg,14,"Action Point Allowance System, Auction/Bidding, Card Drafting",15848,"Card Game, Civilization, Economic",Vlaada Chvátil,12352
167791,Terraforming Mars,1,5,120,120,120,2016,8.38461,https://cf.geekdo-images.com/original/img/o8z_levBVArPUKI7ZrIysZEs1A0=/0x0/pic3536616.jpg,12,"Card Drafting, Hand Management, Set Collection, Tile Placement, Variable Player Powers",33340,"Economic, Environmental, Industry / Manufacturing, Science Fiction, Territory Building",Jacob Fryxelius,26004
12333,Twilight Struggle,2,2,180,120,180,2005,8.33954,https://cf.geekdo-images.com/original/img/ZPnnm7v2RTJ6fAZeeseA5WbC9DU=/0x0/pic361592.jpg,13,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Simultaneous Action Selection",42952,"Modern Warfare, Political, Wargame","Ananda Gupta, Jason Matthews",31301
187645,Star Wars: Rebellion,2,4,240,180,240,2016,8.47439,https://cf.geekdo-images.com/original/img/QT959HnYmUxmUqSMp0V7LxF1-tA=/0x0/pic2737530.png,14,"Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Partnerships, Variable Player Powers",20682,"Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame",Corey Konieczka,13336
169786,Scythe,1,5,115,90,115,2016,8.29158,https://cf.geekdo-images.com/original/img/enxCZt0Cn78-rlvmPvGtOej1ios=/0x0/pic3163924.jpg,14,"Area Control / Area Influence, Grid Movement, Simultaneous Action Selection, Variable Player Powers",38279,"Civilization, Economic, Fighting, Miniatures, Science Fiction, Territory Building",Jamey Stegmaier,29219
120677,Terra Mystica,2,5,150,60,150,2012,8.23703,https://cf.geekdo-images.com/original/img/CynjY3GgwPTg34abNIv8eLX1pXs=/0x0/pic1356616.jpg,12,"Area Control / Area Influence, Route/Network Building, Variable Phase Order, Variable Player Powers",32637,"Civilization, Economic, Fantasy, Territory Building","Jens Drögemüller, Helge Ostertag",29309
193738,Great Western Trail,2,4,150,75,150,2016,8.28574,https://cf.geekdo-images.com/original/img/U3RnjWjCHNkm4LVps_HNDHeuUI4=/0x0/pic3113247.jpg,12,"Deck / Pool Building, Hand Management, Point to Point Movement",16869,American West,Alexander Pfister,13521
180263,The 7th Continent,1,4,1000,5,1000,2017,8.67228,https://cf.geekdo-images.com/original/img/iQDBaRJ2LxJba_M7gPZj24eHwBc=/0x0/pic2648303.jpg,14,"Co-operative Play, Grid Movement, Hand Management, Modular Board, Storytelling, Variable Player Powers",12543,"Adventure, Card Game, Exploration, Horror, Science Fiction","Ludovic Roudy, Bruno Sautter",6057
220308,Gaia Project,1,4,150,60,150,2017,8.68217,https://cf.geekdo-images.com/original/img/FpQ2ODFHSgDGfEpskL0Uu2xyYMA=/0x0/pic3763556.jpg,12,"Modular Board, Route/Network Building, Variable Player Powers",6243,"Civilization, Economic, Science Fiction, Territory Building","Jens Drögemüller, Helge Ostertag",4860
84876,The Castles of Burgundy,2,4,90,30,90,2011,8.12383,https://cf.geekdo-images.com/original/img/w3EsrbF6-Gvr5_qBeF7YL1Rslnk=/0x0/pic1176894.jpg,12,"Dice Rolling, Set Collection, Tile Placement, Variable Phase Order",43992,"Dice, Medieval, Territory Building",Stefan Feld,31613
173346,7 Wonders Duel,2,2,30,30,30,2015,8.14559,https://cf.geekdo-images.com/original/img/M6wL1YFgW-PsdtJ328m2QiJf1K8=/0x0/pic3376065.jpg,10,"Card Drafting, Set Collection",49800,"Ancient, Card Game, City Building, Civilization","Antoine Bauza, Bruno Cathala",32165
115746,War of the Ring (Second Edition),2,4,180,150,180,2012,8.37781,https://cf.geekdo-images.com/original/img/sAJOZ0c2_gZqXjn2npRgpFvshKo=/0x0/pic1215633.jpg,13,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management",13216,"Adventure, Fantasy, Fighting, Miniatures, Novel-based, Territory Building, Wargame","Roberto Di Meglio, Marco Maggi, Francesco Nepitello",8217
102794,Caverna: The Cave Farmers,1,7,210,30,210,2013,8.1177,https://cf.geekdo-images.com/original/img/xLuIh5VNsD57GXfcBox_ZF1jH4o=/0x0/pic1790789.jpg,12,"Tile Placement, Worker Placement",26974,"Animals, Economic, Fantasy, Farming",Uwe Rosenberg,21145
3076,Puerto Rico,2,5,150,90,150,2002,8.06034,https://cf.geekdo-images.com/original/img/RvdWBkmDks7AN8sodR4PyVcponA=/0x0/pic158548.jpg,12,Variable Phase Order,61011,"City Building, Economic, Farming",Andreas Seyfarth,52849
31260,Agricola,1,5,150,30,150,2007,8.02172,https://cf.geekdo-images.com/original/img/L-UBO3rBOmvIrZHZLSXOypyAUPw=/0x0/pic259085.jpg,12,"Area Enclosure, Card Drafting, Hand Management, Variable Player Powers, Worker Placement",64468,"Animals, Economic, Farming",Uwe Rosenberg,53481
96848,Mage Knight Board Game,1,4,240,60,240,2011,8.11816,https://cf.geekdo-images.com/original/img/AGyvx6NYd6Kq4HUztAObQVLEFWY=/0x0/pic1083380.jpg,14,"Card Drafting, Co-operative Play, Deck / Pool Building, Dice Rolling, Grid Movement, Hand Management, Modular Board, Role Playing, Tile Placement, Variable Player Powers",31976,"Adventure, Exploration, Fantasy, Fighting",Vlaada Chvátil,21524
183394,Viticulture Essential Edition,1,6,90,45,90,2015,8.17385,https://cf.geekdo-images.com/original/img/6KQbzbjV6HlxDZeqPwmrmR3gn6w=/0x0/pic2649952.jpg,13,"Hand Management, Variable Phase Order, Worker Placement",16732,"Economic, Farming","Morten Monrad Pedersen, Jamey Stegmaier, Alan Stone",12037
205637,Arkham Horror: The Card Game,1,2,120,60,120,2016,8.2564,https://cf.geekdo-images.com/original/img/EQ0Kl-bH9RCI5aJWVLnAlAfo00E=/0x0/pic3122349.jpg,14,"Action Point Allowance System, Co-operative Play, Deck / Pool Building, Hand Management, Role Playing, Variable Player Powers",22612,"Adventure, Card Game, Collectible Components, Fantasy, Horror, Novel-based","Nate French, Matthew Newman",12047
205059,Mansions of Madness: Second Edition,1,5,180,120,180,2016,8.20129,https://cf.geekdo-images.com/original/img/0jncNnMHVZqa4u3oMwVm2Zn84q8=/0x0/pic3118622.jpg,14,"Area Movement, Co-operative Play, Dice Rolling, Hand Management, Modular Board, Partnerships, Role Playing, Variable Player Powers",19680,"Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures, Murder/Mystery, Puzzle",Nikki Valens,12396
124361,Concordia,2,5,100,100,100,2013,8.07072,https://cf.geekdo-images.com/original/img/abKLQBfHHaouqsLx7GGiIzqXBu8=/0x0/pic3453267.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management, Point to Point Movement",17797,"Ancient, Economic, Nautical",Mac Gerdts,15266
170216,Blood Rage,2,4,90,60,90,2015,8.07481,https://cf.geekdo-images.com/original/img/p4IovYzLVXqxY40lbGUu92VxaIQ=/0x0/pic2439223.jpg,14,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",26099,"Fantasy, Fighting, Miniatures, Mythology",Eric M. Lang,20998
209010,Mechs vs. Minions,2,4,90,60,90,2016,8.21731,https://cf.geekdo-images.com/original/img/WhHdMb8GiMY-RhHddEByDyPkrWo=/0x0/pic3184103.jpg,14,"Action / Movement Programming, Card Drafting, Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",14532,"Fantasy, Fighting, Miniatures, Video Game Theme","Chris Cantrell, Rick Ernst, Stone Librande, Prashant Saraswat, Nathan Tiras",9195
164153,Star Wars: Imperial Assault,2,5,120,60,120,2014,8.13522,https://cf.geekdo-images.com/original/img/wWTlEaPbVoUybefxFpFVTv1OU74=/0x0/pic2247647.jpg,14,"Dice Rolling, Grid Movement, Modular Board, Partnerships, Role Playing, Variable Player Powers",25367,"Adventure, Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Justin Kemppainen, Corey Konieczka, Jonathan Ying",14563
164928,Orléans,2,4,90,90,90,2014,8.07954,https://cf.geekdo-images.com/original/img/RLjWKyzXimMFiQOa8uwo9ZWWOGM=/0x0/pic2578828.png,12,"Deck / Pool Building, Point to Point Movement, Worker Placement",14851,"Medieval, Religious, Travel",Reiner Stockhausen,12709
25613,Through the Ages: A Story of Civilization,2,4,240,240,240,2006,8.02876,https://cf.geekdo-images.com/original/img/xeBBIO9BN7HGMxQdTw5zk5Hxou8=/0x0/pic236169.jpg,12,"Action Point Allowance System, Auction/Bidding, Card Drafting, Hand Management",16397,"Civilization, Economic",Vlaada Chvátil,16329
175914,Food Chain Magnate,2,5,240,120,240,2015,8.22008,https://cf.geekdo-images.com/original/img/wYRsC32bPDRShIYzWs2hUglfcTc=/0x0/pic2649434.png,14,"Card Drafting, Deck / Pool Building, Modular Board, Route/Network Building, Simultaneous Action Selection",9193,"Economic, Industry / Manufacturing","Jeroen Doumen, Joris Wiersinga",7406
2651,Power Grid,2,6,120,120,120,2004,7.91299,https://cf.geekdo-images.com/original/img/_3ewTndfCEMACKeTMPnREyvyX60=/0x0/pic173153.jpg,12,"Auction/Bidding, Route/Network Building",53847,"Economic, Industry / Manufacturing",Friedemann Friese,46701
177736,A Feast for Odin,1,4,120,30,120,2016,8.18983,https://cf.geekdo-images.com/original/img/h0P5NRuVBu0GuDrJo7CHAiSJo3U=/0x0/pic3146943.png,12,"Area Enclosure, Dice Rolling, Pattern Building, Press Your Luck, Tile Placement, Worker Placement",10846,"Economic, Industry / Manufacturing, Medieval, Puzzle",Uwe Rosenberg,8145
233078,Twilight Imperium: Fourth Edition,3,6,480,240,480,2017,8.90337,https://cf.geekdo-images.com/original/img/Xe0YAmobS_L0Nlo4YJgyFwOW9EM=/0x0/pic3727516.jpg,14,"Area Control / Area Influence, Area Movement, Area-Impulse, Dice Rolling, Modular Board, Set Collection, Trading, Variable Phase Order, Variable Player Powers, Voting",4877,"Civilization, Economic, Negotiation, Political, Science Fiction, Space Exploration, Wargame","Dane Beltrami, Corey Konieczka, Christian T. Petersen",3053
72125,Eclipse,2,6,200,60,200,2011,7.97402,https://cf.geekdo-images.com/original/img/583Qqo-5M56np8LqnFKcCuUfn7A=/0x0/pic1974056.jpg,14,"Area Control / Area Influence, Dice Rolling, Grid Movement, Modular Board, Player Elimination, Tile Placement, Variable Phase Order, Variable Player Powers",24441,"Civilization, Fighting, Science Fiction, Space Exploration, Wargame",Touko Tahkokallio,22633
221107,Pandemic Legacy: Season 2,2,4,60,60,60,2017,8.46509,https://cf.geekdo-images.com/original/img/DbXh4TeZPoJ_tSlX2KRGdVcBd8s=/0x0/pic3763549.jpg,14,"Co-operative Play, Hand Management, Pick-up and Deliver, Point to Point Movement, Set Collection, Variable Player Powers",9792,"Environmental, Exploration, Medical","Rob Daviau, Matt Leacock",4181
55690,Kingdom Death: Monster,1,6,180,60,180,2015,8.89537,https://cf.geekdo-images.com/original/img/AtA42fNGhdthAAP3Y5QZiwlFcv8=/0x0/pic2931007.jpg,17,"Co-operative Play, Dice Rolling, Grid Movement, Role Playing, Storytelling",6872,"Adventure, Fantasy, Horror, Mature / Adult, Miniatures, Mythology",Adam Poots,4739
28720,Brass: Lancashire,2,4,180,120,180,2007,8.01122,https://cf.geekdo-images.com/original/img/l4dwCcl4Vz0r4TD-2RgQ_uoHvWM=/0x0/pic3469216.jpg,14,"Hand Management, Route/Network Building",12122,"Economic, Industry / Manufacturing, Transportation",Martin Wallace,11465
121921,Robinson Crusoe: Adventures on the Cursed Island,1,4,120,60,120,2012,7.95554,https://cf.geekdo-images.com/original/img/i1d3Zbbw5iYJ5_Bd0unqwgM8CI0=/0x0/pic3165731.jpg,14,"Action / Movement Programming, Co-operative Play, Deck / Pool Building, Dice Rolling, Storytelling, Tile Placement, Variable Player Powers, Worker Placement",35394,"Adventure, Exploration, Fighting, Novel-based",Ignacy Trzewiczek,23131
35677,Le Havre,1,5,150,30,150,2008,7.91345,https://cf.geekdo-images.com/original/img/Fs2MqRUBPQzORmEZbiVqSnBvHDg=/0x0/pic3330230.jpg,12,Worker Placement,23447,"City Building, Economic, Industry / Manufacturing, Nautical",Uwe Rosenberg,21356
126163,Tzolk'in: The Mayan Calendar,2,4,90,90,90,2012,7.93022,https://cf.geekdo-images.com/original/img/b_3SHZiUpcmrIT5hU8wVF0SDX8k=/0x0/pic1413480.jpg,13,"Set Collection, Worker Placement",24528,"Ancient, Civilization, Economic, Farming, Mythology","Simone Luciani, Daniele Tascini",21391
124742,Android: Netrunner,2,2,45,45,45,2012,7.92234,https://cf.geekdo-images.com/original/img/Wbp__Fl6QDKqzealhK2SDpoEk_g=/0x0/pic3738560.jpg,14,"Action Point Allowance System, Hand Management, Secret Unit Deployment, Variable Player Powers",35645,"Bluffing, Card Game, Collectible Components, Science Fiction","Richard Garfield, Lukas Litzsinger",22767
171623,The Voyages of Marco Polo,2,4,100,40,100,2015,7.96457,https://cf.geekdo-images.com/original/img/ewdBaa31ROM_gOmpYwp4xszuAHk=/0x0/pic2461346.png,12,"Card Drafting, Dice Rolling, Point to Point Movement, Set Collection, Variable Player Powers, Worker Placement",15116,"Dice, Economic, Medieval, Travel","Simone Luciani, Daniele Tascini",12780
230802,Azul,2,4,45,30,45,2017,8.01887,https://cf.geekdo-images.com/original/img/9-SR48jyfxs4At6255sjHoly2sw=/0x0/pic3718275.jpg,8,"Pattern Building, Set Collection, Tile Placement",15712,Abstract Strategy,Michael Kiesling,11182
68448,7 Wonders,2,7,30,30,30,2010,7.80273,https://cf.geekdo-images.com/original/img/3DP_RW5lTX0WrV67s8qi8CsiXoQ=/0x0/pic860217.jpg,10,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection, Variable Player Powers",80301,"Ancient, Card Game, City Building, Civilization",Antoine Bauza,61466
122515,Keyflower,2,6,120,90,120,2012,7.88728,https://cf.geekdo-images.com/original/img/t6AnEi2l5tiHgWRjglwSfRsYy6E=/0x0/pic2278942.jpg,12,"Auction/Bidding, Memory, Modular Board, Pick-up and Deliver, Route/Network Building, Set Collection, Tile Placement, Worker Placement",17371,"City Building, Economic, Nautical, Renaissance, Territory Building","Sebastian Bleasdale, Richard Breese",14261
178900,Codenames,2,8,15,15,15,2015,7.78988,https://cf.geekdo-images.com/original/img/MJ6MNz8-_rb1C2VUTnYBTYOiiy0=/0x0/pic2582929.jpg,14,"Memory, Partnerships, Press Your Luck",66565,"Card Game, Deduction, Party Game, Spies/Secret Agents, Word Game",Vlaada Chvátil,42207
162886,Spirit Island,1,4,120,90,120,2017,8.4231,https://cf.geekdo-images.com/original/img/RmP2yBDA0LE-ZFWrEXAkgRuYjn0=/0x0/pic3615739.png,13,"Card Drafting, Co-operative Play, Hand Management, Modular Board, Simultaneous Action Selection, Variable Player Powers",6198,"Age of Reason, Environmental, Fantasy, Fighting, Mythology, Renaissance, Territory Building",R. Eric Reuss,4015
18602,Caylus,2,5,150,60,150,2005,7.82987,https://cf.geekdo-images.com/original/img/90BzC8_Dgc9uDswnZsu7Qa3oHvI=/0x0/pic1638795.jpg,12,Worker Placement,23855,"City Building, Economic, Medieval",William Attia,23494
146021,Eldritch Horror,1,8,240,120,240,2013,7.9131,https://cf.geekdo-images.com/original/img/i0zxc-H4TlTFB-yE1v4gcLy3XfY=/0x0/pic1872452.jpg,14,"Co-operative Play, Dice Rolling, Point to Point Movement, Variable Player Powers",30839,"Adventure, Fantasy, Fighting, Horror, Novel-based","Corey Konieczka, Nikki Valens",20599
146508,T.I.M.E Stories,2,4,240,90,240,2015,7.8835,https://cf.geekdo-images.com/original/img/HgvRM7737qYJn6nFvfZ5IlSf800=/0x0/pic2617634.png,12,"Co-operative Play, Dice Rolling, Role Playing, Storytelling, Time Track, Variable Player Powers",24194,"Adventure, Mature / Adult, Puzzle, Science Fiction","Peggy Chassenet, Manuel Rozoy",15847
28143,Race for the Galaxy,2,4,60,30,60,2007,7.76608,https://cf.geekdo-images.com/original/img/-2F-mPR0ssTm2IAsMAvnZzR0dn4=/0x0/pic236327.jpg,12,"Hand Management, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers",45477,"Card Game, Civilization, Economic, Science Fiction, Space Exploration",Thomas Lehmann,37925
12493,Twilight Imperium (Third Edition),3,6,240,180,240,2005,7.89524,https://cf.geekdo-images.com/original/img/60YjBskGAQNmZP7sedVoXneBjZg=/0x0/pic4128153.jpg,14,"Action Point Allowance System, Area-Impulse, Dice Rolling, Modular Board, Tile Placement, Trading, Variable Phase Order, Variable Player Powers, Voting",18723,"Civilization, Negotiation, Political, Science Fiction, Space Exploration, Wargame",Christian T. Petersen,16559
110327,Lords of Waterdeep,2,5,120,60,120,2012,7.78071,https://cf.geekdo-images.com/original/img/PTVnjG9ersdKq6feZTpq5SkiPPw=/0x0/pic1116080.jpg,12,"Set Collection, Take That, Worker Placement",42406,"City Building, Fantasy","Peter Lee, Rodney Thompson",34638
157354,Five Tribes,2,4,80,40,80,2014,7.79888,https://cf.geekdo-images.com/original/img/ysxyEQPPbio1xvtx56l_8P8BkYs=/0x0/pic2055255.jpg,13,"Area Control / Area Influence, Auction/Bidding, Card Drafting, Modular Board, Set Collection",29058,"Animals, Arabian, Fantasy, Mythology",Bruno Cathala,22271
62219,Dominant Species,2,6,240,120,240,2010,7.84068,https://cf.geekdo-images.com/original/img/dpHznpiPiv8biNvE_P9RCkXaOx4=/0x0/pic784193.jpg,14,"Area Control / Area Influence, Card Drafting, Grid Movement, Modular Board, Tile Placement, Variable Player Powers, Worker Placement",14703,"Animals, Environmental, Prehistoric",Chad Jensen,14262
205896,Rising Sun,3,5,120,90,120,2018,8.19132,https://cf.geekdo-images.com/original/img/B_QnVCi18kIQBPNajLjJkpXpW2s=/0x0/pic3880340.jpg,14,"Area Control / Area Influence, Area Movement, Card Drafting, Set Collection, Simultaneous Action Selection, Take That, Variable Phase Order, Variable Player Powers",10550,"Bluffing, Fantasy, Miniatures, Mythology, Negotiation, Wargame",Eric M. Lang,5849
159675,Fields of Arle,1,2,120,60,120,2014,8.17292,https://cf.geekdo-images.com/original/img/xlgiqGRKx6LZuhjh5iR-dtbMrJQ=/0x0/pic2225968.png,13,Worker Placement,7787,"Economic, Farming, Industry / Manufacturing",Uwe Rosenberg,4795
93,El Grande,2,5,120,60,120,1995,7.78817,https://cf.geekdo-images.com/original/img/M3EB6PPPhdhwXaEZyr1335o_3lQ=/0x0/pic180538.jpg,12,"Area Control / Area Influence, Area Movement, Auction/Bidding, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",19232,Renaissance,"Wolfgang Kramer, Richard Ulrich",20030
163412,Patchwork,2,2,30,15,30,2014,7.76056,https://cf.geekdo-images.com/original/img/Z8MYZktgvGTtIikMv9HSpD_ERAI=/0x0/pic2270442.jpg,8,"Tile Placement, Time Track",40272,"Abstract Strategy, Puzzle",Uwe Rosenberg,27460
216132,Clans of Caledonia,1,4,120,30,120,2017,8.13711,https://cf.geekdo-images.com/original/img/wMBrwd-ZnHVV_XvVT3Tc6LtD0Ng=/0x0/pic3511783.png,12,"Commodity Speculation, Modular Board, Route/Network Building, Variable Player Powers",7682,Economic,Juma Al-JouJou,5325
40834,Dominion: Intrigue,2,4,30,30,30,2009,7.76244,https://cf.geekdo-images.com/original/img/r0aALn-3X6WgRcnDqVxbxGSG0tw=/0x0/pic460011.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management",36342,"Card Game, Medieval",Donald X. Vaccarino,25448
132531,Roll for the Galaxy,2,5,45,45,45,2014,7.77702,https://cf.geekdo-images.com/original/img/SBmipyinTpLle9HmAfE0jJWKj3I=/0x0/pic1473629.jpg,13,"Deck / Pool Building, Dice Rolling, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers",23686,"Civilization, Dice, Economic, Science Fiction, Space Exploration","Wei-Hwa Huang, Thomas Lehmann",18671
201808,Clank!: A Deck-Building Adventure,2,4,60,30,60,2016,7.878,https://cf.geekdo-images.com/original/img/MfZd82Kty4dFb6_hWj_OR03fzZI=/0x0/pic3056966.jpg,12,"Card Drafting, Deck / Pool Building, Player Elimination, Point to Point Movement, Press Your Luck",15831,"Adventure, Fantasy",Paul Dennen,11763
37111,Battlestar Galactica: The Board Game,3,6,300,120,300,2008,7.75261,https://cf.geekdo-images.com/original/img/-hZFpTm-evjyuLD_bj-y845-4f8=/0x0/pic354500.jpg,10,"Area Movement, Co-operative Play, Dice Rolling, Hand Management, Partnerships, Role Playing, Variable Player Powers",31125,"Bluffing, Deduction, Movies / TV / Radio theme, Political, Science Fiction, Space Exploration, Spies/Secret Agents",Corey Konieczka,28025
103885,Star Wars: X-Wing Miniatures Game,2,2,45,30,45,2012,7.81743,https://cf.geekdo-images.com/original/img/6GthoJMvWgSpxVoWF1TEbMtXWd4=/0x0/pic1603292.jpg,14,"Action / Movement Programming, Dice Rolling, Player Elimination, Simultaneous Action Selection, Variable Player Powers",32757,"Aviation / Flight, Bluffing, Collectible Components, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame",Jason Little,19398
150376,Dead of Winter: A Crossroads Game,2,5,120,60,120,2014,7.74899,https://cf.geekdo-images.com/original/img/pOYQOSR1CnXcN6pEPx3yFDjKFaA=/0x0/pic3016500.jpg,13,"Action Point Allowance System, Area Movement, Co-operative Play, Dice Rolling, Hand Management, Press Your Luck, Storytelling, Trading, Variable Player Powers, Voting",39714,"Bluffing, Deduction, Horror, Zombies","Jonathan Gilmour, Isaac Vega",28885
172386,Mombasa,2,4,150,75,150,2015,7.94952,https://cf.geekdo-images.com/original/img/7JDxzN4LbAeslZGBU1G7Ccqutx0=/0x0/pic2611318.jpg,12,"Action / Movement Programming, Area Control / Area Influence, Card Drafting, Deck / Pool Building, Hand Management, Simultaneous Action Selection, Stock Holding, Variable Player Powers, Worker Placement",9143,Economic,Alexander Pfister,7117
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1,8,120,60,120,1981,7.8228,https://cf.geekdo-images.com/original/img/e0abWKqZdzwxb0Keyxjf-Y5sZsw=/0x0/pic3514298.jpg,10,"Co-operative Play, Storytelling",22939,"Deduction, Murder/Mystery, Novel-based, Post-Napoleonic, Spies/Secret Agents","Raymond Edwards, Suzanne Goldberg, Gary Grady",11552
73439,Troyes,2,4,90,90,90,2010,7.76852,https://cf.geekdo-images.com/original/img/jgHgQKbmvFx2xDL1MdtYB2-jRek=/0x0/pic750583.jpg,12,"Area Control / Area Influence, Dice Rolling, Worker Placement",14444,"Dice, Economic, Medieval","Sébastien Dujardin, Xavier Georges, Alain Orban",13379
125153,The Gallerist,1,4,150,60,150,2015,8.02227,https://cf.geekdo-images.com/original/img/Ye9XSo3Ozz93R3ofXYHWfC_pMFg=/0x0/pic2503200.png,13,"Commodity Speculation, Set Collection, Worker Placement",7996,Economic,Vital Lacerda,5470
42,Tigris & Euphrates,2,4,90,90,90,1997,7.71566,https://cf.geekdo-images.com/original/img/vd6LHDJ-u-TkAAWafD2yG9-U974=/0x0/pic2338267.jpg,12,"Area Control / Area Influence, Hand Management, Set Collection, Tile Placement",24223,"Ancient, Civilization, Territory Building",Reiner Knizia,21889
144733,Russian Railroads,2,4,120,90,120,2013,7.80207,https://cf.geekdo-images.com/original/img/QgRFOE3J6RK3ZfJk2qa3Xbgl0GY=/0x0/pic1772936.jpg,12,Worker Placement,11582,"Industry / Manufacturing, Trains","Helmut Ohley, Leonhard ""Lonny"" Orgler",10778
102680,Trajan,2,4,120,60,120,2011,7.79486,https://cf.geekdo-images.com/original/img/cEaycXgp7DqVD2lORAUJ2IzgozU=/0x0/pic1054375.jpg,12,"Area Movement, Card Drafting, Hand Management, Set Collection",13359,"Ancient, Political",Stefan Feld,11347
36218,Dominion,2,4,30,30,30,2008,7.66473,https://cf.geekdo-images.com/original/img/oN8CHUZ8CF6P1dFnhMCJXvE8SOk=/0x0/pic394356.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management",81790,"Card Game, Medieval",Donald X. Vaccarino,63084
30549,Pandemic,2,4,45,45,45,2008,7.65466,https://cf.geekdo-images.com/original/img/j-pfXZ_0GmOowohzD_T6NDAWGSA=/0x0/pic1534148.jpg,8,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",107996,Medical,Matt Leacock,74266
194655,Santorini,2,4,20,20,20,2016,7.80081,https://cf.geekdo-images.com/original/img/2EnN8vsGamxMA1xNG5LcjVTxuiM=/0x0/pic3283110.png,8,"Grid Movement, Tile Placement, Variable Player Powers",18561,"Abstract Strategy, Ancient, Mythology",Gord!,11212
521,Crokinole,2,4,30,30,30,1876,7.79449,https://cf.geekdo-images.com/original/img/1x-Pt8mWg9fBlo5oB1aBxll6-3k=/0x0/pic79413.jpg,8,Partnerships,6419,Action / Dexterity,(Uncredited),8702
185343,Anachrony,1,4,120,30,120,2017,8.15566,https://cf.geekdo-images.com/original/img/HwoXcAIvX44tc_CDgcQ6I0Rztg8=/0x0/pic3499707.jpg,15,"Action Point Allowance System, Card Drafting, Dice Rolling, Variable Player Powers, Worker Placement",6802,"Economic, Science Fiction","Richard Amann, Viktor Peter, Dávid Turczi",4242
127023,Kemet,2,5,120,90,120,2012,7.76112,https://cf.geekdo-images.com/original/img/rjuKOHsH4_EayHV5jflH0LMpwqI=/0x0/pic3979527.jpg,13,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Variable Phase Order",13593,"Ancient, Fighting, Miniatures, Mythology","Jacques Bariot, Guillaume Montiage",11422
104162,Descent: Journeys in the Dark (Second Edition),2,5,120,120,120,2012,7.75571,https://cf.geekdo-images.com/original/img/jGVm6aG5Ek-qxTIaWyzN67jjylc=/0x0/pic1180640.jpg,14,"Action Point Allowance System, Dice Rolling, Grid Movement, Hand Management, Modular Board, Partnerships, Variable Player Powers",27719,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Daniel Clark (I), Corey Konieczka, Adam Sadler, Kevin Wilson",17418
34635,Stone Age,2,4,90,60,90,2008,7.61731,https://cf.geekdo-images.com/original/img/Dt2tBgnvuWww89kSQqOW0vvEJr4=/0x0/pic1632539.jpg,10,"Dice Rolling, Set Collection, Worker Placement",37220,"Dice, Prehistoric",Bernd Brunnhofer,34898
161970,Alchemists,2,4,120,120,120,2014,7.72844,https://cf.geekdo-images.com/original/img/VKBFHqR2xm0EFGWfb1sPJZctMCs=/0x0/pic2241156.png,13,"Action Point Allowance System, Card Drafting, Hand Management, Worker Placement",16773,"Deduction, Fantasy",Matúš Kotry,12653
155426,Castles of Mad King Ludwig,1,4,90,90,90,2014,7.6656,https://cf.geekdo-images.com/original/img/fmSwPPkAioUPtMDVzmo48zHYvxI=/0x0/pic1961827.jpg,13,"Card Drafting, Pattern Building, Set Collection, Tile Placement",21924,Post-Napoleonic,Ted Alspach,16727
